data/audio/female/sentence_leisure/sentence_leisure_9.wav;data/audio/male/sentence_leisure/sentence_leisure_9.wav;-13.225373;-14.8163395;Wenn morgen die Sonne scheint, grillen wir im Park.
data/audio/female/sentence_leisure/sentence_leisure_8.wav;data/audio/male/sentence_leisure/sentence_leisure_8.wav;-15.289043;-16.387245;Ich habe eine Gehaltserhöhung bekommen.
data/audio/female/sentence_leisure/sentence_leisure_7.wav;data/audio/male/sentence_leisure/sentence_leisure_7.wav;-15.029274;-16.309437;Um 16:00 habe ich morgen Feierabend.
data/audio/female/sentence_leisure/sentence_leisure_6.wav;data/audio/male/sentence_leisure/sentence_leisure_6.wav;-14.596685;-15.400779;Mein neues Fahrrad hat 399€ gekostet.
data/audio/female/sentence_leisure/sentence_leisure_5.wav;data/audio/male/sentence_leisure/sentence_leisure_5.wav;-14.499596;-15.663286;Am Wochenende fahren wir zu IKEA.
data/audio/female/sentence_leisure/sentence_leisure_4.wav;data/audio/male/sentence_leisure/sentence_leisure_4.wav;-14.286583;-15.437121;Der neue Kollege kommt aus Spanien.
data/audio/female/sentence_leisure/sentence_leisure_3.wav;data/audio/male/sentence_leisure/sentence_leisure_3.wav;-15.132228;-15.984695;Nächste Woche habe ich Spätschicht.
data/audio/female/sentence_leisure/sentence_leisure_2.wav;data/audio/male/sentence_leisure/sentence_leisure_2.wav;-13.453911;-14.835609;Morgen Abend gehen wir ins Kino.
data/audio/female/sentence_leisure/sentence_leisure_10.wav;data/audio/male/sentence_leisure/sentence_leisure_10.wav;-13.953653;-16.173742;Den neuen Badeanzug habe ich extra für den Urlaub gekauft.
data/audio/female/sentence_leisure/sentence_leisure_1.wav;data/audio/male/sentence_leisure/sentence_leisure_1.wav;-14.356265;-15.595986;Der Sommerurlaub ist gebucht.
